verdict67347_cleanNeu.txt	BUNDESGERICHTSHOF EnVR 1/13 BESCHLUSS Verkündet am: 18-2-2014 Bürk Amtsinspektorin als Urkundsbeamtin der Geschäftsstelle in der energiewirtschaftsrechtlichen Verwaltungssache Der Kartellsenat des Bundesgerichtshofs hat auf die mündliche Verhandlung vom 18-2-2014 durch den Vorsitzenden Richter Prof_ Dr_ Meier-Beck und die Richter Prof_ Dr_ Strohn, Dr_ Grüneberg, Dr_ Bacher und Dr_ Deichfuß beschlossen:  Die Rechtsbeschwerde und die Anschlussrechtsbeschwerde gegen den Beschluss des Kartellsenats des Oberlandesgerichts Koblenz vom 8-11-2012 werden zurückgewiesen.	revisionsMisserfolg
verdict57644_cleanNeu.txt	Beschwerdewert: 3000 €    Gründe:    I_    1 Die Beteiligten streiten um die namensrechtlichen Auswirkungen der Adoption der Betroffenen.	irrelevant
verdict26314_cleanNeu.txt	Da das Berufungsgericht die Revision gegen sein Urteil nicht zugelassen hat, müßte die Klägerin zunächst Nichtzulassungsbeschwerde erheben und damit obsiegen, um das Berufungsurteil dennoch der revisionsrechtlichen Überprüfung zuführen zu können.	irrelevant
verdict32288_cleanNeu.txt	Der Gegenstandswert für das Rechtsbeschwerdeverfahren wird auf 5000 € festgesetzt.	irrelevant
verdict51364_cleanNeu.txt	BUNDESGERICHTSHOF StB 34/09 BESCHLUSS vom 31-7-2009 in dem Ermittlungsverfahren gegen 1_ 2_    wegen des Verdachts der Mitgliedschaft in einer terroristischen Vereinigung im Ausland Der 3_ Strafsenat des Bundesgerichtshofs hat am 31-7-2009 beschlossen:  Auf die Beschwerde des Generalbundesanwalts wird der Beschluss des Ermittlungsrichters des Bundesgerichtshofs vom 19-5-2009 aufgehoben.	revisionsErfolg
verdict62792_cleanNeu.txt	BGH, Urteil vom 21-11-2012 - XII ZR 48/11 - OLG Frankfurt am Main AG Dieburg Der XII_ Zivilsenat des Bundesgerichtshofs hat auf die mündliche Verhandlung vom 21-11-2012 durch den Vorsitzenden Richter Dose, die Richterin Dr_ Vézina und die Richter Dr_ Klinkhammer, Dr_ Günter und Dr_ Botur für Recht erkannt:  Die Revision gegen das Urteil des 6_ Senats für Familiensachen in Darmstadt des Oberlandesgerichts Frankfurt am Main vom 18-4-2011 wird auf Kosten der Antragsgegnerin zurückgewiesen.	revisionsMisserfolg
verdict22051_cleanNeu.txt	BUNDESGERICHTSHOF IM NAMEN DES VOLKES 1 StR 244/02 URTEIL vom 14-8-2002 in der Strafsache gegen wegen gefährlicher Körperverletzung Der 1_ Strafsenat des Bundesgerichtshofs hat in der Sitzung vom 14-8-2002, an der teilgenommen haben:  Vorsitzender Richter am Bundesgerichtshof Dr_ Schäfer und die Richter am Bundesgerichtshof Nack, Dr_ Boetticher, Schluckebier, Hebenstreit,  Staatsanwalt als Vertreter der Bundesanwaltschaft,  Rechtsanwältin als Verteidigerin,  Justizangestellte als Urkundsbeamtin der Geschäftsstelle,  für Recht erkannt:      Die Revision der Staatsanwaltschaft gegen das Urteil des Landgerichts Traunstein vom 5-2-2002 wird verworfen.	revisionsMisserfolg
verdict58811_cleanNeu.txt	BUNDESGERICHTSHOF 4 StR 344/11 BESCHLUSS vom 20-10-2011 in der Strafsache gegen Nachschlagewerk: ja BGHSt:    ja Veröffentlichung: ja StGB § 306 Abs_ 1 Fall 2 Auch die teilweise Zerstörung eines zu gewerblichen Zwecken genutzten Gebäudes erfordert eine solche von Gewicht.	irrelevant
verdict45251_cleanNeu.txt	5 StR 356/08 BUNDESGERICHTSHOF BESCHLUSS vom 2-9-2008 in der Strafsache gegen wegen unerlaubten Handeltreibens mit Betäubungsmitteln in nicht geringer Menge u_ a_      Der 5_ Strafsenat des Bundesgerichtshofs hat am 2-9-2008 beschlossen:    Die Revision des Angeklagten T_    L_ gegen das Urteil des Landgerichts Hamburg vom 7-3-2008 wird mit der Maßgabe (§ 349 Abs_ 4 StPO) nach § 349 Abs_ 2 StPO als unbegründet verworfen, dass der Angeklagte im Fall II_1.	irrelevant
verdict35712_cleanNeu.txt	BUNDESGERICHTSHOF IV ZB 57/04 BESCHLUSS vom 15-2-2006 in dem Rechtsstreit Der IV_ Zivilsenat des Bundesgerichtshofes hat durch den Vorsitzenden Richter Terno, die Richter Dr_ Schlichting, Seiffert, die Richterin Dr_ Kessal-Wulf und den Richter Dr_ Franke am 15-2-2006 beschlossen:  Die Rechtsbeschwerde gegen den Beschluss des Hanseatischen Oberlandesgerichts Hamburg, 2_ Zivilsenat, vom 31-8-2004 wird auf Kosten der Klägerin verworfen.	revisionsMisserfolg
verdict73349_cleanNeu.txt	BUNDESGERICHTSHOF VII ZB 48/13 BESCHLUSS vom 2-12-2015 in dem Rechtsstreit Der VII_ Zivilsenat des Bundesgerichtshofs hat am 2-12-2015 durch den Vorsitzenden Richter Dr_ Eick, die Richter Halfmeier und Prof_ Dr_ Jurgeleit und die Richterinnen Graßnack und Wimmer beschlossen:  Die Rechtsbeschwerde der Klägerin gegen den Beschluss des 13_ Zivilsenats des Oberlandesgerichts Nürnberg vom 8-7-2013 wird als unzulässig verworfen.	revisionsMisserfolg
